lat,lng,signal_dbm,network_type,mcc,mnc,cell_id,range,samples
12.91,77.54,-95,3G,404,71,20484183,1000,1
12.91,77.54,-95,2G,405,34,31013,1000,1
12.91,77.54,-95,4G,404,45,180737,1000,1
12.91,77.54,-95,3G,404,45,27270044,1000,1
12.91,77.53,-95,2G,404,45,23133,1000,1
12.91,77.53,-95,4G,404,45,832513,1000,1
12.91,77.54,-95,4G,405,861,3406869,1000,1
12.91,77.54,-95,2G,405,803,12393,1000,1
12.91,77.54,-95,3G,404,71,21458768,1000,1
12.91,77.53,-95,3G,405,34,298741,1000,1
12.91,77.54,-95,4G,404,86,205885704,1000,1
12.91,77.54,-95,2G,405,34,31011,1000,1
12.91,77.54,-95,3G,404,71,33094672,1000,1
12.91,77.54,-95,4G,405,861,838437,1449,1
12.91,77.53,-95,2G,404,45,7063,1000,1
12.91,77.53,-95,3G,404,86,20656807,1000,1
12.91,77.53,-95,3G,405,803,13224185,1000,1
12.91,77.54,-95,4G,405,861,1526801,1000,1
12.91,77.54,-95,4G,404,45,592642,1000,1
12.91,77.53,-95,3G,404,45,27829630,1968,1
12.91,77.54,-95,4G,405,861,838450,1000,1
12.91,77.54,-95,4G,405,861,838418,1000,1
12.91,77.53,-95,4G,404,45,835340,1000,1
12.91,77.53,-95,2G,404,45,26042,1000,1
12.91,77.54,-95,2G,404,44,17733,1000,1
12.91,77.54,-95,2G,404,86,36401,1000,1
12.91,77.54,-95,2G,405,34,36593,1000,1
12.91,77.53,-95,3G,404,86,20537506,1000,1
12.91,77.54,-95,3G,404,86,20537504,1000,1
12.91,77.54,-95,3G,404,45,27270043,1000,1
12.91,77.53,-95,3G,404,45,27286108,1000,1
12.91,77.53,-95,3G,404,45,27276585,1000,1
12.91,77.54,-95,3G,404,45,27270037,1000,1
12.91,77.54,-95,3G,405,34,293159,1000,1
12.91,77.54,-95,2G,404,45,7061,1000,1
12.91,77.55,-95,2G,404,86,39312,1000,1
12.91,77.55,-95,2G,404,45,26803,1000,1
12.91,77.55,-95,2G,404,86,60312,1000,1
12.91,77.54,-95,2G,404,86,36403,1000,1
12.91,77.55,-95,4G,405,861,1595940,1000,1
12.91,77.55,-95,2G,405,803,24163,1000,1
12.91,77.54,-95,4G,405,861,894514,1000,1
12.91,77.55,-95,2G,404,86,60313,1000,1
12.91,77.55,-95,2G,404,86,2941,1142,1
12.91,77.55,-95,2G,404,71,43352,1000,1
12.91,77.55,-95,2G,404,71,55823,1000,1
12.91,77.54,-95,4G,405,861,894482,1000,1
12.91,77.55,-95,2G,404,86,28973,1000,1
12.91,77.55,-95,2G,404,86,39311,1000,1
12.91,77.55,-95,2G,405,803,12503,1000,1
12.91,77.55,-95,2G,404,71,43122,1000,1
12.91,77.54,-95,2G,404,45,23152,1000,1
12.91,77.54,-95,4G,405,861,838417,1000,1
12.91,77.54,-95,2G,405,803,23983,1000,1
12.91,77.54,-95,3G,404,45,27273149,1000,1
12.91,77.54,-95,3G,404,86,26283619,1000,1
12.91,77.54,-95,2G,404,86,39313,1000,1
12.91,77.54,-95,3G,404,45,28403897,1000,1
12.91,77.54,-95,3G,405,34,280989,1000,1
12.91,77.55,-95,3G,404,86,20548475,1000,1
12.91,77.55,-95,4G,405,861,1595939,1000,1
12.91,77.55,-95,4G,405,861,1595921,1000,1
12.91,77.55,-95,2G,404,71,43281,1000,1
12.91,77.55,-95,2G,404,86,28972,1000,1
12.91,77.55,-95,4G,405,861,1595922,1000,1
12.91,77.54,-95,3G,404,45,27286127,1000,1
12.91,77.55,-95,4G,404,45,1570304,1000,1
12.91,77.54,-95,3G,404,86,20537924,1000,1
12.91,77.54,-95,4G,404,86,206965766,1000,1
12.91,77.54,-95,3G,404,86,20548476,1000,1
12.91,77.55,-95,2G,404,86,28971,1000,1
12.91,77.54,-95,2G,404,86,36402,1000,1
12.91,77.54,-95,3G,404,86,20534725,1000,1
12.91,77.54,-95,2G,405,10,30022,1000,1
12.91,77.54,-95,3G,404,45,27286128,1000,1
12.91,77.54,-95,3G,404,86,27286128,1000,1
12.91,77.55,-95,4G,404,45,686091,1000,1
12.91,77.55,-95,3G,405,34,292341,1000,1
12.91,77.55,-95,2G,405,803,19011,1000,1
12.91,77.55,-95,4G,404,86,206343944,1000,1
12.91,77.55,-95,2G,404,86,2942,1000,1
12.91,77.55,-95,3G,404,45,28403890,1000,1
12.91,77.55,-95,3G,405,34,292340,1000,1
12.91,77.55,-95,4G,405,861,150034,1000,1
12.91,77.55,-95,2G,404,45,26802,1000,1
12.91,77.56,-95,2G,405,34,27402,1000,1
12.91,77.56,-95,2G,404,45,7283,1000,1
12.91,77.55,-95,2G,405,34,30193,1000,1
12.91,77.55,-95,3G,404,45,26306739,1000,1
12.91,77.55,-95,2G,404,71,55202,1000,1
12.91,77.55,-95,3G,404,45,28410116,1000,1
12.91,77.55,-95,3G,404,45,28410109,1000,1
12.91,77.55,-95,3G,404,45,26306737,1000,1
12.91,77.55,-95,3G,404,45,28410110,1000,1
12.91,77.55,-95,2G,404,86,14602,1000,1
12.91,77.56,-95,4G,405,861,894736,1000,1
12.91,77.56,-95,4G,404,45,880640,1000,1
12.91,77.56,-95,2G,405,34,36743,1000,1
12.91,77.56,-95,4G,404,45,559360,1000,1
12.91,77.55,-95,4G,404,45,686081,1000,1
12.91,77.55,-95,4G,405,861,1076004,1000,1
12.91,77.55,-95,2G,405,10,30473,1000,1
12.91,77.55,-95,2G,405,10,31292,1000,1
12.91,77.55,-95,3G,405,34,292339,1000,1
12.91,77.55,-95,3G,404,45,20541636,1000,1
12.91,77.55,-95,2G,404,44,17861,1000,1
12.91,77.55,-95,2G,404,86,6116,1000,1
12.91,77.55,-95,2G,404,86,60311,1000,1
12.91,77.55,-95,2G,405,803,12501,1000,1
12.91,77.55,-95,2G,404,86,42363,1000,1
12.91,77.55,-95,4G,404,45,686080,1000,1
12.91,77.55,-95,2G,405,34,58592,1000,1
12.91,77.55,-95,3G,405,803,13185013,1000,1
12.91,77.55,-95,3G,404,71,21457896,1000,1
12.91,77.55,-95,3G,404,45,28403889,1000,1
12.91,77.55,-95,4G,405,861,150053,1000,1
12.91,77.55,-95,3G,404,45,28410115,1000,1
12.91,77.55,-95,3G,404,45,26312958,1000,1
12.91,77.55,-95,3G,404,45,26294048,1000,1
12.91,77.55,-95,3G,404,71,20346721,1000,1
12.91,77.55,-95,2G,404,44,17863,1000,1
12.91,77.55,-95,2G,404,86,14603,1000,1
12.91,77.57,-95,3G,404,71,21457898,2265,1
12.91,77.56,-95,4G,404,45,82690,1000,1
12.91,77.56,-95,2G,404,45,15691,1000,1
12.91,77.56,-95,2G,405,803,61732,1000,1
12.91,77.57,-95,4G,405,861,94769,1000,1
12.91,77.57,-95,2G,404,86,42342,1000,1
12.91,77.57,-95,3G,404,71,20346431,1000,1
12.91,77.57,-95,2G,404,86,60932,1000,1
12.91,77.57,-95,4G,405,861,94756,1000,1
12.91,77.56,-95,4G,404,45,437761,1000,1
12.91,77.56,-95,2G,404,45,3861,1022,1
12.91,77.57,-95,2G,404,45,32121,1000,1
12.91,77.57,-95,4G,404,86,205102091,1000,1
12.91,77.56,-95,4G,404,45,437772,1000,1
12.91,77.56,-95,4G,404,45,186369,1000,1
12.91,77.56,-95,4G,405,861,281361,1000,1
12.91,77.56,-95,3G,404,45,26283267,1000,1
12.91,77.57,-95,2G,405,34,27853,1000,1
12.91,77.57,-95,2G,404,45,32123,1000,1
12.91,77.57,-95,4G,404,45,263946,1000,1
12.91,77.57,-95,3G,404,86,20524484,1000,1
12.91,77.57,-95,3G,404,86,20654498,1000,1
12.91,77.56,-95,2G,404,44,17231,1000,1
12.91,77.56,-95,2G,404,86,11582,1000,1
12.91,77.56,-95,3G,404,45,26297039,1000,1
12.91,77.56,-95,2G,404,86,17212,1000,1
12.91,77.56,-95,4G,404,45,437762,1000,1
12.91,77.56,-95,3G,404,45,26297045,1000,1
12.91,77.56,-95,2G,404,45,17102,1000,1
12.91,77.56,-95,3G,404,45,26297038,1000,1
12.91,77.56,-95,2G,405,803,13101,1000,1
12.91,77.56,-95,2G,404,86,60922,1000,1
12.91,77.56,-95,2G,404,86,11583,1000,1
12.91,77.56,-95,3G,404,45,28394190,1000,1
12.91,77.56,-95,4G,405,861,281380,1000,1
12.91,77.57,-95,3G,404,71,20346412,1000,1
12.91,77.57,-95,3G,405,34,271181,1000,1
12.91,77.57,-95,3G,404,45,26312058,1000,1
12.91,77.57,-95,4G,404,45,437771,1000,1
12.91,77.57,-95,3G,405,34,271180,1000,1
12.91,77.57,-95,3G,404,71,20415017,1000,1
12.91,77.57,-95,3G,404,86,20668517,1000,1
12.91,77.57,-95,3G,404,45,26309029,1000,1
12.91,77.58,-95,2G,404,44,34823,1000,1
12.91,77.57,-95,2G,404,45,15831,1000,1
12.91,77.58,-95,2G,404,86,1111,1000,1
12.91,77.57,-95,4G,405,861,2726436,3366,1
12.91,77.58,-95,2G,404,45,8182,1000,1
12.91,77.57,-95,2G,404,86,9853,1000,1
12.91,77.57,-95,2G,404,71,24553,1000,1
12.91,77.57,-95,2G,404,86,28142,1000,1
12.91,77.57,-95,2G,404,86,19791,1000,1
12.91,77.58,-95,4G,404,45,431371,1000,1
12.91,77.57,-95,4G,404,45,790027,1000,1
12.91,77.57,-95,2G,405,34,54661,1000,1
12.91,77.57,-95,2G,404,45,6493,1000,1
12.91,77.57,-95,4G,405,861,856338,1000,1
12.91,77.58,-95,2G,405,34,31813,1000,1
12.91,77.58,-95,4G,404,86,204868616,1000,1
12.91,77.58,-95,2G,404,45,16852,1000,1
12.91,77.57,-95,2G,404,86,803,1000,1
12.91,77.57,-95,2G,404,45,6491,1000,1
12.91,77.57,-95,4G,405,861,2726162,2339,1
12.91,77.57,-95,4G,404,45,230566155,1000,1
12.91,77.57,-95,4G,405,861,1615634,1000,1
12.91,77.57,-95,2G,404,45,6492,1000,1
12.91,77.57,-95,2G,405,803,14732,1000,1
12.91,77.57,-95,4G,405,861,766993,1000,1
12.91,77.57,-95,2G,404,86,28143,1000,1
12.91,77.57,-95,3G,404,45,26310798,1000,1
12.91,77.58,-95,2G,404,86,9851,1000,1
12.91,77.58,-95,3G,404,45,26288117,1000,1
12.91,77.58,-95,2G,404,45,8181,1000,1
12.91,77.57,-95,3G,404,45,26290247,1000,1
12.91,77.57,-95,3G,405,803,13184994,1000,1
12.91,77.57,-95,3G,404,71,20346193,1000,1
12.91,77.57,-95,2G,405,34,31021,1000,1
12.91,77.57,-95,3G,404,86,20529786,1000,1
12.91,77.57,-95,4G,404,45,790018,1000,1
12.91,77.57,-95,4G,404,45,230566156,1000,1
12.91,77.57,-95,3G,404,71,21457737,1000,1
12.91,77.57,-95,4G,405,861,232720,1000,1
12.91,77.57,-95,2G,404,44,41803,1000,1
12.91,77.57,-95,3G,405,34,293169,1000,1
12.91,77.57,-95,3G,404,45,26310799,1000,1
12.91,77.57,-95,2G,405,34,27852,1000,1
12.91,77.57,-95,2G,405,34,13341,1000,1
12.91,77.57,-95,4G,404,45,790017,1000,1
12.91,77.57,-95,2G,404,86,802,1000,1
12.91,77.57,-95,3G,404,45,28407950,1000,1
12.91,77.58,-95,4G,404,45,185100,1000,1
12.91,77.59,-95,3G,404,86,20538024,1000,1
12.91,77.59,-95,4G,404,45,232183050,1000,1
12.91,77.59,-95,4G,404,45,338956,1000,1
12.91,77.58,-95,2G,404,86,31211,1000,1
12.91,77.59,-95,4G,404,45,232183051,1000,1
12.91,77.58,-95,4G,405,861,1510949,1000,1
12.91,77.59,-95,3G,405,803,13215753,1000,1
12.91,77.59,-95,2G,405,803,13571,1000,1
12.91,77.59,-95,4G,404,45,338944,1000,1
12.91,77.59,-95,4G,404,45,338946,1000,1
12.91,77.59,-95,3G,404,45,338945,1000,1
12.91,77.59,-95,2G,405,34,31801,1000,1
12.91,77.58,-95,2G,404,86,6683,1000,1
12.91,77.58,-95,2G,405,34,12622,1000,1
12.91,77.58,-95,3G,404,45,26287175,1000,1
12.91,77.59,-95,2G,404,45,50863,1000,1
12.91,77.58,-95,3G,404,71,20346302,2874,1
12.91,77.58,-95,4G,405,861,1510928,1000,1
12.91,77.59,-95,2G,404,86,45492,1000,1
12.91,77.59,-95,2G,404,86,11512,1000,1
12.91,77.58,-95,2G,404,45,2221,1000,1
12.91,77.58,-95,2G,404,86,31213,1000,1
12.91,77.58,-95,2G,404,86,6682,1000,1
12.91,77.58,-95,3G,404,45,26296788,1000,1
12.91,77.58,-95,4G,405,861,1510930,1000,1
12.91,77.59,-95,4G,404,45,230863115,1000,1
12.91,77.59,-95,4G,405,861,106258,1000,1
12.91,77.59,-95,3G,404,45,26344337,1000,1
12.91,77.59,-95,2G,404,45,7232,1000,1
12.91,77.59,-95,3G,404,86,20658068,1000,1
12.91,77.59,-95,2G,404,45,13243,1000,1
12.91,77.59,-95,2G,404,86,16023,1000,1
12.91,77.58,-95,3G,404,45,26314757,1000,1
12.91,77.58,-95,4G,404,86,206563336,1000,1
12.91,77.58,-95,4G,404,45,891393,1000,1
12.91,77.58,-95,3G,404,45,26286434,1000,1
12.91,77.58,-95,2G,405,34,9002,1000,1
12.91,77.58,-95,3G,404,45,28411916,1000,1
12.91,77.58,-95,3G,404,86,20545226,1000,1
12.91,77.58,-95,3G,404,45,26287170,1000,1
12.91,77.58,-95,3G,404,45,26287169,1000,1
12.91,77.58,-95,2G,405,803,25111,1000,1
12.91,77.58,-95,3G,404,45,26287167,1000,1
12.91,77.59,-95,2G,404,45,27532,1486,1
12.91,77.59,-95,2G,404,45,13242,1000,1
12.91,77.59,-95,2G,404,86,2411,1000,1
12.91,77.59,-95,2G,404,86,2662,1000,1
12.91,77.59,-95,3G,404,45,26305373,1000,1
12.91,77.6,-95,2G,404,44,41711,1000,1
12.91,77.6,-95,4G,404,45,685569,1000,1
12.91,77.59,-95,4G,404,45,651078,1000,1
12.91,77.6,-95,3G,404,86,20526316,1000,1
12.91,77.59,-95,4G,404,45,103066881,1000,1
12.91,77.59,-95,4G,404,45,651039,1000,1
12.91,77.6,-95,4G,404,45,103066880,1000,1
12.91,77.59,-95,4G,404,45,651019,1000,1
12.91,77.59,-95,3G,405,34,25258,1786,1
12.91,77.59,-95,2G,405,803,61831,1000,1
12.91,77.59,-95,3G,404,71,21457557,1000,1
12.91,77.59,-95,2G,404,71,24422,1000,1
12.91,77.6,-95,4G,405,861,1064720,1000,1
12.91,77.6,-95,4G,404,45,685312,1000,1
12.91,77.59,-95,3G,404,86,20663208,1000,1
12.91,77.6,-95,2G,404,45,26771,1000,1
12.91,77.6,-95,2G,404,45,26772,1000,1
12.91,77.6,-95,2G,404,45,64431,1000,1
12.91,77.6,-95,4G,404,45,1586177,1000,1
12.91,77.59,-95,3G,404,45,26305375,1000,1
12.91,77.6,-95,3G,404,45,26344353,1000,1
12.91,77.6,-95,4G,404,45,1586176,1000,1
12.91,77.59,-95,4G,404,45,651020,1000,1
12.91,77.6,-95,2G,404,44,41713,1000,1
12.91,77.59,-95,2G,404,86,16021,1000,1
12.91,77.59,-95,2G,404,45,25431,1000,1
12.91,77.59,-95,2G,404,86,2663,1000,1
12.91,77.59,-95,2G,405,803,13593,1000,1
12.91,77.59,-95,2G,404,45,25433,1000,1
12.91,77.59,-95,3G,404,86,20658067,1000,1
12.91,77.59,-95,2G,404,86,2661,1000,1
12.91,77.59,-95,3G,404,71,21457558,1000,1
12.91,77.59,-95,4G,404,45,651008,1000,1
12.91,77.59,-95,2G,404,86,6671,1000,1
12.91,77.59,-95,3G,404,86,20667767,1000,1
12.91,77.59,-95,4G,404,45,685314,1000,1
12.91,77.6,-95,2G,404,45,47341,1000,1
12.91,77.6,-95,3G,404,45,26306707,1000,1
12.91,77.6,-95,2G,404,45,61962,1000,1
12.91,77.6,-95,3G,404,86,20527406,1000,1
12.91,77.6,-95,3G,404,86,20590122,1000,1
12.91,77.6,-95,3G,405,803,13183794,1000,1
12.91,77.59,-95,3G,405,34,310611,1000,1
12.91,77.6,-95,2G,404,44,813,1000,1
12.91,77.6,-95,2G,404,44,33693,1000,1
12.91,77.6,-95,2G,404,44,40101,1000,1
12.91,77.61,-95,2G,405,803,22472,1000,1
12.91,77.61,-95,3G,404,45,26297843,1000,1
12.91,77.61,-95,4G,404,45,206848,1000,1
12.91,77.61,-95,2G,404,45,36071,1000,1
12.91,77.6,-95,3G,404,45,26297169,1000,1
12.91,77.6,-95,3G,404,45,26306724,1000,1
12.91,77.6,-95,2G,404,86,2403,1000,1
12.91,77.6,-95,4G,404,45,441089,1000,1
12.91,77.61,-95,3G,404,45,26288023,1000,1
12.91,77.6,-95,2G,404,45,17231,1000,1
12.91,77.61,-95,4G,404,45,230763020,1000,1
12.91,77.6,-95,3G,404,45,26306718,1000,1
12.91,77.61,-95,3G,404,45,26282269,1000,1
12.91,77.61,-95,2G,404,45,8081,1000,1
12.91,77.61,-95,2G,404,45,17901,1000,1
12.91,77.6,-95,2G,404,71,56422,1000,1
12.91,77.6,-95,2G,404,45,4563,1000,1
12.91,77.6,-95,2G,404,86,6653,1000,1
12.91,77.6,-95,2G,404,86,14942,1000,1
12.91,77.6,-95,2G,404,44,40083,1000,1
12.91,77.6,-95,2G,404,86,14941,1000,1
12.91,77.61,-95,2G,404,86,11691,1000,1
12.91,77.61,-95,3G,404,45,26287447,1000,1
12.91,77.6,-95,2G,404,86,2402,1000,1
12.91,77.6,-95,4G,404,45,441100,1000,1
12.91,77.6,-95,3G,404,45,26297167,1000,1
12.91,77.6,-95,2G,405,10,30881,1000,1
12.91,77.6,-95,3G,404,45,26297174,1000,1
12.91,77.6,-95,4G,405,861,758308,1000,1
12.91,77.6,-95,4G,405,861,758289,1000,1
12.91,77.6,-95,3G,404,45,26341014,1000,1
12.91,77.6,-95,2G,404,86,2751,1000,1
12.91,77.61,-95,2G,404,86,853,1000,1
12.91,77.61,-95,2G,404,86,6652,1000,1
12.91,77.61,-95,4G,405,861,761637,1000,1
12.91,77.61,-95,4G,405,861,761618,1000,1
12.91,77.61,-95,3G,404,71,21457567,1000,1
12.91,77.61,-95,3G,405,34,293099,1000,1
12.91,77.61,-95,4G,404,44,11036459,1000,1
12.91,77.61,-95,4G,404,44,11087658,1000,1
12.91,77.61,-95,4G,405,861,761616,1000,1
12.91,77.61,-95,4G,404,45,59658,1000,1
12.91,77.61,-95,3G,405,34,293941,1000,1
12.91,77.62,-95,4G,404,86,205059334,1000,1
12.91,77.61,-95,4G,405,861,4038949,1000,1
12.91,77.61,-95,2G,404,45,2331,1000,1
12.91,77.61,-95,2G,404,45,12681,1000,1
12.91,77.61,-95,3G,404,86,20865694,1000,1
12.91,77.61,-95,4G,404,86,205030662,1000,1
12.91,77.62,-95,2G,404,86,10131,1000,1
12.91,77.61,-95,3G,404,45,26283074,1000,1
12.91,77.61,-95,4G,405,861,87089,1000,1
12.91,77.61,-95,2G,404,86,43892,12705,1
12.91,77.62,-95,2G,404,71,56452,1000,1
12.91,77.61,-95,3G,404,45,26313398,1000,1
12.91,77.61,-95,4G,405,861,87090,1000,1
12.91,77.61,-95,4G,405,861,1077297,1000,1
12.91,77.61,-95,3G,404,71,20414868,1000,1
12.91,77.61,-95,4G,405,861,87056,1000,1
12.91,77.61,-95,3G,404,86,20524965,1000,1
12.91,77.61,-95,2G,404,45,15972,1000,1
12.91,77.61,-95,4G,404,86,205246726,1000,1
12.91,77.61,-95,2G,405,10,60341,1000,1
12.91,77.61,-95,2G,404,86,2651,1000,1
12.91,77.61,-95,2G,404,86,12472,1000,1
12.91,77.61,-95,2G,404,86,2653,1000,1
12.91,77.61,-95,2G,404,55,56231,1000,1
12.91,77.61,-95,2G,404,89,801,1000,1
12.91,77.61,-95,2G,404,89,531,1000,1
12.91,77.61,-95,2G,404,89,532,1000,1
12.91,77.61,-95,2G,404,55,56441,1000,1
12.91,77.61,-95,4G,404,45,856576,1000,1
12.91,77.61,-95,3G,404,45,26313397,1000,1
12.91,77.61,-95,4G,405,861,87077,1000,1
12.91,77.61,-95,4G,405,861,21008,1000,1
12.91,77.61,-95,4G,405,861,87075,1000,1
12.91,77.61,-95,2G,405,34,30173,1000,1
12.91,77.61,-95,4G,404,45,856577,1000,1
12.91,77.61,-95,4G,404,45,80129,1000,1
12.91,77.61,-95,3G,404,45,26283068,1000,1
12.91,77.61,-95,3G,404,45,26445197,1000,1
12.91,77.61,-95,2G,404,86,2652,1000,1
12.91,77.61,-95,2G,404,86,12471,1000,1
12.91,77.61,-95,4G,404,44,11097897,1000,1
12.91,77.61,-95,4G,404,45,80139,1000,1
12.91,77.61,-95,3G,404,86,20524964,1000,1
12.91,77.61,-95,3G,404,86,20532075,1000,1
12.91,77.61,-95,3G,404,45,8633,1000,1
12.91,77.61,-95,4G,404,86,205119239,1000,1
12.91,77.61,-95,3G,404,71,21457417,1000,1
12.91,77.62,-95,4G,404,45,307979,1000,1
12.91,77.63,-95,2G,404,45,6882,1000,1
12.91,77.63,-95,4G,404,45,206122251,1000,1
12.91,77.62,-95,4G,405,861,24611,1000,1
12.91,77.62,-95,3G,404,86,20859764,1000,1
12.91,77.63,-95,4G,404,86,205922312,1000,1
12.91,77.63,-95,3G,405,34,169007,1000,1
12.91,77.63,-95,2G,404,86,26602,1000,1
12.91,77.62,-95,4G,404,86,205480966,1000,1
12.91,77.63,-95,4G,404,44,11090730,1000,1
12.91,77.63,-95,4G,405,861,4096021,1000,1
12.91,77.62,-95,3G,404,45,26436639,1000,1
12.91,77.63,-95,4G,404,44,10939689,1000,1
12.91,77.63,-95,3G,404,71,20991915,1000,1
12.91,77.63,-95,3G,404,45,26417890,1000,1
12.91,77.63,-95,4G,404,44,11307307,1000,1
12.91,77.63,-95,2G,404,45,33171,1000,1
12.91,77.63,-95,2G,404,45,36471,1000,1
12.91,77.63,-95,2G,404,45,36473,1000,1
12.91,77.62,-95,4G,405,861,166417,1000,1
12.91,77.62,-95,2G,404,44,1043,1000,1
12.91,77.62,-95,4G,405,861,25619,1000,1
12.91,77.63,-95,3G,404,45,26426536,1000,1
12.91,77.63,-95,2G,404,45,6883,1000,1
12.91,77.63,-95,3G,404,45,26417897,1000,1
12.91,77.63,-95,2G,404,86,17092,1000,1
12.91,77.63,-95,2G,404,45,25633,1000,1
12.91,77.63,-95,4G,404,45,176130,1000,1
12.91,77.63,-95,4G,404,45,176140,1000,1
12.91,77.63,-95,4G,405,861,1495829,1000,1
12.91,77.63,-95,3G,404,45,26472569,1000,1
12.91,77.62,-95,4G,405,861,25618,1000,1
12.91,77.62,-95,3G,405,34,160639,1000,1
12.91,77.62,-95,4G,405,861,24595,1000,1
12.91,77.62,-95,4G,405,861,166449,1000,1
12.91,77.62,-95,2G,404,86,3653,1000,1
12.91,77.62,-95,4G,405,861,166419,1000,1
12.91,77.62,-95,3G,404,86,20865695,1000,1
12.91,77.62,-95,4G,404,45,789248,1000,1
12.91,77.62,-95,2G,404,86,17093,1000,1
12.91,77.62,-95,2G,405,803,26431,1000,1
12.91,77.62,-95,2G,405,803,26433,1000,1
12.91,77.62,-95,2G,405,803,26633,1000,1
12.91,77.62,-95,4G,404,86,205237512,1000,1
12.91,77.63,-95,3G,404,45,26417891,1000,1
12.91,77.63,-95,2G,405,34,29732,1000,1
12.91,77.63,-95,2G,405,34,15142,1000,1
12.91,77.64,-95,2G,405,803,15811,1000,1
12.91,77.64,-95,2G,404,44,3262,1000,1
12.91,77.64,-95,3G,404,45,26435090,1000,1
12.91,77.63,-95,2G,404,45,17962,1000,1
12.91,77.63,-95,4G,404,86,205025288,1000,1
12.91,77.64,-95,3G,404,45,26424741,1000,1
12.91,77.64,-95,4G,405,861,869140,1000,1
12.91,77.64,-95,2G,405,10,60252,1000,1
12.91,77.64,-95,4G,405,10,291073,1000,1
12.91,77.63,-95,2G,405,803,25341,1000,1
12.91,77.63,-95,2G,404,44,3311,1000,1
12.91,77.63,-95,2G,404,86,8803,1000,1
12.91,77.64,-95,4G,405,10,577025,1000,1
12.91,77.63,-95,3G,404,86,20865696,4153,1
12.91,77.64,-95,4G,405,861,869141,1000,1
12.91,77.63,-95,3G,404,45,26421849,1000,1
12.91,77.63,-95,2G,404,71,13127,1000,1
12.91,77.63,-95,2G,404,86,8804,1000,1
12.91,77.63,-95,2G,404,86,8802,1000,1
12.91,77.63,-95,2G,405,803,20581,1000,1
12.91,77.64,-95,3G,404,71,20992034,1147,1
12.91,77.64,-95,3G,404,45,28139026,1000,1
12.91,77.64,-95,2G,405,803,18842,1000,1
12.91,77.63,-95,2G,405,34,58721,1000,1
12.91,77.63,-95,3G,404,45,26472576,1000,1
12.91,77.63,-95,4G,404,45,232180746,1000,1
12.91,77.63,-95,4G,404,45,232180747,1000,1
12.91,77.63,-95,4G,404,86,205922311,1000,1
12.91,77.63,-95,3G,404,45,28140421,1000,1
12.91,77.63,-95,4G,404,45,232180737,1000,1
12.91,77.63,-95,3G,404,45,26428971,1000,1
12.91,77.63,-95,3G,405,34,167639,1000,1
12.91,77.63,-95,3G,405,34,161488,1000,1
12.91,77.63,-95,2G,405,34,36567,1000,1
12.91,77.63,-95,3G,404,45,26417919,1000,1
12.91,77.63,-95,2G,404,86,42181,1000,1
12.91,77.63,-95,4G,405,861,536100,1000,1
12.91,77.63,-95,4G,405,861,536081,1000,1
12.91,77.64,-95,3G,405,34,167637,1000,1
12.91,77.64,-95,3G,405,34,152017,1000,1
12.91,77.64,-95,3G,404,45,26471059,1000,1
12.91,77.64,-95,2G,405,34,45713,1000,1
12.91,77.64,-95,4G,404,45,616459,1000,1
12.91,77.64,-95,3G,404,45,26471065,1000,1
12.91,77.64,-95,4G,405,861,869136,1000,1
12.91,77.65,-95,2G,404,44,91,1000,1
12.91,77.65,-95,3G,404,45,26429549,1000,1
12.91,77.65,-95,4G,404,45,892427,1000,1
12.91,77.64,-95,2G,405,10,64442,1000,1
12.91,77.64,-95,4G,404,86,205921288,1000,1
12.91,77.64,-95,4G,404,45,1590016,1000,1
12.91,77.64,-95,4G,404,45,291082,1000,1
12.91,77.65,-95,2G,405,803,13513,1000,1
12.91,77.65,-95,2G,405,803,13511,1000,1
12.91,77.65,-95,2G,404,45,18543,1000,1
12.91,77.65,-95,2G,405,34,58711,1000,1
12.91,77.64,-95,2G,404,45,29463,1000,1
12.91,77.64,-95,4G,404,45,944906,1000,1
12.91,77.65,-95,2G,404,45,29462,1000,1
12.91,77.65,-95,2G,404,45,2133,1000,1
12.91,77.65,-95,3G,404,45,26440477,1000,1
12.91,77.64,-95,2G,404,86,35061,1000,1
12.91,77.64,-95,2G,404,45,24082,1000,1
12.91,77.64,-95,2G,404,86,43803,1000,1
12.91,77.64,-95,3G,404,71,20992485,1000,1
12.91,77.65,-95,2G,405,10,60601,1000,1
12.91,77.65,-95,2G,404,44,213,1000,1
12.91,77.64,-95,4G,404,44,11165994,1000,1
12.91,77.64,-95,3G,404,45,26445871,1000,1
12.91,77.64,-95,4G,405,861,113685,1000,1
12.91,77.65,-95,3G,404,45,43801,1000,1
12.91,77.65,-95,3G,404,71,1093,1000,1
12.91,77.65,-95,4G,404,45,944896,1000,1
12.91,77.65,-95,3G,404,86,20852826,1000,1
12.91,77.65,-95,3G,404,86,20854846,1000,1
12.91,77.65,-95,4G,404,45,474624,1000,1
12.91,77.65,-95,2G,404,86,12683,1000,1
12.91,77.65,-95,4G,404,86,205215494,1000,1
12.91,77.65,-95,4G,404,44,10953003,1000,1
12.91,77.65,-95,2G,404,86,15272,1000,1
12.91,77.65,-95,4G,404,45,754188,1000,1
12.91,77.64,-95,2G,404,45,6681,1000,1
12.91,77.64,-95,2G,404,44,2792,1000,1
12.91,77.64,-95,4G,404,45,892426,1000,1
12.91,77.64,-95,4G,405,861,230673,1000,1
