mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,network_type
404,472,207,52765,0,77.505312,13.114498,1193,1,1,1680000000,1700000000,-102.1,UMTS
405,10,3953,46864,0,77.657911,12.9052,1891,2,1,1680000000,1700000000,-83.7,LTE
404,1,7744,39249,0,77.524345,13.003438,480,6,1,1680000000,1700000000,-103.6,UMTS
405,472,6457,83115,0,77.561883,13.009013,1944,4,1,1680000000,1700000000,-110.7,UMTS
405,10,593,14087,0,77.489821,12.892873,642,4,1,1680000000,1700000000,-100.7,LTE
405,472,1699,82393,0,77.406787,13.038177,1349,1,1,1680000000,1700000000,-98.2,GSM
404,472,5129,64919,0,77.691358,13.172991,1965,2,1,1680000000,1700000000,-107.5,UMTS
404,472,8375,39169,0,77.534716,12.945654,287,3,1,1680000000,1700000000,-100.9,UMTS
405,472,9070,97352,0,77.769628,12.896773,1664,1,1,1680000000,1700000000,-106.0,GSM
404,10,8867,8600,0,77.528365,12.954428,819,4,1,1680000000,1700000000,-104.6,UMTS
405,10,1103,91752,0,77.740622,12.97845,1169,13,1,1680000000,1700000000,-76.6,LTE
404,10,4369,13333,0,77.646216,12.949387,1541,8,1,1680000000,1700000000,-93.5,GSM
405,472,4855,32642,0,77.555056,12.912202,142,9,1,1680000000,1700000000,-96.6,LTE
404,472,5598,14663,0,77.653044,12.826023,961,3,1,1680000000,1700000000,-96.7,LTE
405,10,4438,69971,0,77.62406,13.036009,1717,9,1,1680000000,1700000000,-103.8,LTE
405,1,6693,30221,0,77.8,12.985771,644,9,1,1680000000,1700000000,-102.9,LTE
405,472,7068,45705,0,77.718984,12.70351,1564,3,1,1680000000,1700000000,-105.4,GSM
404,20,6173,10456,0,77.525266,12.950427,1044,3,1,1680000000,1700000000,-102.9,UMTS
405,10,7542,4822,0,77.548627,12.752156,1557,3,1,1680000000,1700000000,-118.2,GSM
404,10,6915,55985,0,77.530836,13.01309,739,3,1,1680000000,1700000000,-99.7,UMTS
404,10,3029,60786,0,77.607063,12.967341,992,20,1,1680000000,1700000000,-81.6,NR
405,472,4801,71920,0,77.55521,12.869715,1199,3,1,1680000000,1700000000,-107.0,GSM
405,472,8082,56563,0,77.749061,12.759348,1533,2,1,1680000000,1700000000,-113.0,GSM
405,10,9408,85001,0,77.630446,13.08263,1452,5,1,1680000000,1700000000,-88.1,LTE
405,472,9275,94065,0,77.611907,12.876931,116,3,1,1680000000,1700000000,-110.5,GSM
405,1,9956,1589,0,77.567843,13.062896,1806,19,1,1680000000,1700000000,-91.8,UMTS
405,10,8720,1261,0,77.672459,12.995322,1445,8,1,1680000000,1700000000,-101.1,LTE
405,472,1687,80301,0,77.717333,12.79615,1365,1,1,1680000000,1700000000,-107.4,GSM
405,20,4225,43198,0,77.530317,13.081922,359,2,1,1680000000,1700000000,-103.6,LTE
405,472,6977,24385,0,77.655982,13.110714,947,2,1,1680000000,1700000000,-120.0,GSM
404,10,4153,1006,0,77.612742,12.825799,100,1,1,1680000000,1700000000,-104.2,LTE
404,10,3223,2321,0,77.638816,13.073088,1030,23,1,1680000000,1700000000,-103.9,LTE
405,1,6515,22932,0,77.593473,13.019129,331,9,1,1680000000,1700000000,-89.1,UMTS
405,20,2178,60551,0,77.427638,12.883139,1602,1,1,1680000000,1700000000,-94.6,GSM
404,10,9252,54595,0,77.665261,12.767045,543,3,1,1680000000,1700000000,-107.4,GSM
404,10,9645,84465,0,77.707564,12.866066,1779,4,1,1680000000,1700000000,-110.9,LTE
405,1,1549,7948,0,77.657946,12.970304,1348,13,1,1680000000,1700000000,-94.9,LTE
405,472,3631,85887,0,77.8,12.910534,1156,2,1,1680000000,1700000000,-114.5,UMTS
405,472,3507,3431,0,77.63595,12.882982,1529,9,1,1680000000,1700000000,-112.3,GSM
405,472,7122,62343,0,77.634808,13.018123,1259,4,1,1680000000,1700000000,-96.2,LTE
405,472,8423,81627,0,77.663456,12.863873,1497,8,1,1680000000,1700000000,-101.2,LTE
404,10,4680,45195,0,77.58928,13.050301,1703,18,1,1680000000,1700000000,-67.7,NR
405,10,822,76539,0,77.614414,12.958043,1879,21,1,1680000000,1700000000,-91.9,LTE
405,10,3137,3805,0,77.47354,12.787155,1796,1,1,1680000000,1700000000,-111.5,UMTS
404,472,5372,59505,0,77.504216,12.956227,758,5,1,1680000000,1700000000,-110.1,GSM
405,20,501,93039,0,77.663038,13.042806,1508,6,1,1680000000,1700000000,-114.6,UMTS
404,472,3167,39456,0,77.683347,12.987753,1371,7,1,1680000000,1700000000,-110.6,GSM
404,10,751,52530,0,77.673427,13.022761,1935,6,1,1680000000,1700000000,-101.3,UMTS
405,10,5990,63002,0,77.761659,13.025438,1511,3,1,1680000000,1700000000,-100.8,LTE
404,472,7300,18305,0,77.503467,12.889749,1470,9,1,1680000000,1700000000,-99.7,LTE
404,472,6941,33747,0,77.411846,12.968299,646,1,1,1680000000,1700000000,-111.6,GSM
404,472,2622,21563,0,77.522958,13.020472,498,2,1,1680000000,1700000000,-94.8,LTE
404,20,7189,73779,0,77.712394,12.707705,1686,4,1,1680000000,1700000000,-104.6,GSM
405,1,8957,48197,0,77.555744,12.867007,150,4,1,1680000000,1700000000,-107.7,UMTS
405,10,2849,87224,0,77.570479,13.062359,920,19,1,1680000000,1700000000,-91.0,LTE
404,472,4781,59290,0,77.754448,12.985123,1373,13,1,1680000000,1700000000,-88.6,LTE
404,10,5201,49742,0,77.685971,12.905696,172,12,1,1680000000,1700000000,-96.9,LTE
405,20,1835,9607,0,77.698076,12.86447,1170,10,1,1680000000,1700000000,-97.7,LTE
405,20,9338,37622,0,77.611402,13.01866,434,22,1,1680000000,1700000000,-105.1,LTE
405,472,1527,11614,0,77.8,12.972484,1164,8,1,1680000000,1700000000,-87.5,LTE
405,472,6309,7763,0,77.443178,12.702904,1799,4,1,1680000000,1700000000,-99.5,UMTS
405,20,4331,30275,0,77.649488,12.832005,1501,7,1,1680000000,1700000000,-97.4,NR
404,472,5109,63909,0,77.707862,12.907813,899,10,1,1680000000,1700000000,-102.2,LTE
404,472,8725,88202,0,77.606712,13.048621,1084,15,1,1680000000,1700000000,-92.6,LTE
404,472,4899,25779,0,77.55324,13.102587,266,6,1,1680000000,1700000000,-113.1,GSM
404,10,553,43111,0,77.565704,13.094708,496,17,1,1680000000,1700000000,-96.1,LTE
405,20,6118,71484,0,77.554159,12.832352,1661,2,1,1680000000,1700000000,-90.9,UMTS
405,1,1582,30772,0,77.57673,13.184263,171,2,1,1680000000,1700000000,-101.5,UMTS
404,10,9627,41245,0,77.496709,12.947999,323,2,1,1680000000,1700000000,-106.7,GSM
405,10,8559,8313,0,77.494377,12.785525,1634,2,1,1680000000,1700000000,-107.7,UMTS
405,472,7722,36388,0,77.539012,12.790562,1679,1,1,1680000000,1700000000,-103.5,LTE
405,10,996,21166,0,77.441074,12.803831,520,2,1,1680000000,1700000000,-115.1,GSM
404,472,147,83748,0,77.502574,12.749817,1847,1,1,1680000000,1700000000,-101.7,LTE
404,10,6249,28270,0,77.492966,12.942298,603,16,1,1680000000,1700000000,-91.8,LTE
404,472,9066,88027,0,77.559232,13.062281,1114,7,1,1680000000,1700000000,-85.7,NR
404,472,2241,86147,0,77.515709,12.889193,505,3,1,1680000000,1700000000,-110.1,UMTS
404,472,940,84034,0,77.588183,12.986143,1909,14,1,1680000000,1700000000,-96.7,LTE
405,472,5335,95932,0,77.728779,13.075582,837,2,1,1680000000,1700000000,-107.6,UMTS
404,472,4463,48916,0,77.66052,13.063571,1443,10,1,1680000000,1700000000,-117.7,GSM
404,472,8157,5687,0,77.641726,12.965413,1640,11,1,1680000000,1700000000,-83.5,LTE
404,1,6096,47885,0,77.624964,12.887024,922,2,1,1680000000,1700000000,-113.2,GSM
405,10,8781,52058,0,77.548254,12.819931,1287,2,1,1680000000,1700000000,-101.5,UMTS
404,10,2160,54222,0,77.499335,12.921466,1389,9,1,1680000000,1700000000,-86.8,LTE
404,20,7554,42239,0,77.631202,12.894157,131,6,1,1680000000,1700000000,-100.2,LTE
404,1,6616,43346,0,77.671763,12.866574,1195,13,1,1680000000,1700000000,-84.7,LTE
404,10,1103,53336,0,77.58947,13.059596,589,11,1,1680000000,1700000000,-91.0,LTE
405,20,4134,51043,0,77.629662,13.0451,1654,16,1,1680000000,1700000000,-100.1,GSM
404,472,2622,72773,0,77.636694,12.82109,914,5,1,1680000000,1700000000,-106.6,GSM
405,472,2256,84363,0,77.59654,12.996633,688,6,1,1680000000,1700000000,-87.1,GSM
404,10,546,13649,0,77.681772,12.907831,490,25,1,1680000000,1700000000,-88.6,LTE
405,10,3963,44635,0,77.610571,12.764706,225,2,1,1680000000,1700000000,-93.8,UMTS
404,10,5387,50890,0,77.73447,13.020347,338,4,1,1680000000,1700000000,-104.2,UMTS
405,472,8610,37018,0,77.593878,13.018109,935,21,1,1680000000,1700000000,-97.1,LTE
404,472,1232,37054,0,77.620603,12.978883,107,14,1,1680000000,1700000000,-92.1,GSM
404,10,8048,25600,0,77.69836,12.807369,1963,7,1,1680000000,1700000000,-103.8,GSM
404,472,2485,39204,0,77.51697,12.974563,757,7,1,1680000000,1700000000,-89.7,UMTS
404,10,3086,91598,0,77.667404,13.105826,715,4,1,1680000000,1700000000,-115.7,GSM
404,10,1455,26801,0,77.600418,13.094572,1124,10,1,1680000000,1700000000,-89.4,LTE
405,20,8051,90343,0,77.530173,13.169405,156,1,1,1680000000,1700000000,-97.8,UMTS
405,20,2728,25317,0,77.497315,13.019032,1308,2,1,1680000000,1700000000,-103.3,GSM
404,20,3814,92401,0,77.482415,12.924775,1419,21,1,1680000000,1700000000,-105.8,UMTS
405,10,5873,26788,0,77.511817,12.874226,1859,4,1,1680000000,1700000000,-112.4,GSM
404,20,8657,59560,0,77.7276,12.871003,1141,2,1,1680000000,1700000000,-113.4,GSM
404,10,4069,5229,0,77.633004,13.021966,1286,10,1,1680000000,1700000000,-84.0,UMTS
404,472,3133,46267,0,77.507187,13.019504,1756,3,1,1680000000,1700000000,-96.7,UMTS
405,472,5072,66923,0,77.686343,12.918304,1791,5,1,1680000000,1700000000,-107.5,LTE
405,472,1705,36242,0,77.672509,12.848989,1221,23,1,1680000000,1700000000,-94.8,NR
404,10,2383,61040,0,77.546693,12.824806,1829,4,1,1680000000,1700000000,-99.0,GSM
405,10,1792,15492,0,77.630282,12.993046,1627,23,1,1680000000,1700000000,-88.5,UMTS
404,20,6787,59418,0,77.756863,13.033973,961,1,1,1680000000,1700000000,-114.9,UMTS
404,472,5229,75504,0,77.60296,13.148173,923,3,1,1680000000,1700000000,-103.8,GSM
404,472,7147,42965,0,77.611071,12.973593,654,25,1,1680000000,1700000000,-85.3,LTE
404,1,1266,46249,0,77.557716,13.106423,405,1,1,1680000000,1700000000,-102.1,LTE
404,472,6082,32558,0,77.628314,12.949328,1588,23,1,1680000000,1700000000,-76.4,LTE
404,10,6683,37128,0,77.431212,13.184033,1301,3,1,1680000000,1700000000,-108.9,UMTS
405,10,2775,67356,0,77.575211,12.922108,947,7,1,1680000000,1700000000,-103.4,LTE
405,10,1399,97277,0,77.747641,13.013628,181,1,1,1680000000,1700000000,-87.6,NR
404,472,1942,97847,0,77.596696,13.141694,1142,3,1,1680000000,1700000000,-98.0,UMTS
405,472,9671,10119,0,77.686583,12.941183,1792,1,1,1680000000,1700000000,-101.7,UMTS
404,472,4740,75506,0,77.787578,12.727322,1330,3,1,1680000000,1700000000,-108.9,UMTS
405,10,2231,10618,0,77.685177,12.804001,220,1,1,1680000000,1700000000,-107.2,UMTS
405,10,3655,12555,0,77.668498,12.92921,846,6,1,1680000000,1700000000,-95.7,LTE
405,472,352,57446,0,77.605426,13.06397,1011,1,1,1680000000,1700000000,-95.5,LTE
404,10,2255,61008,0,77.653046,12.932514,1071,6,1,1680000000,1700000000,-101.5,GSM
404,20,7217,23828,0,77.72703,12.978406,1871,6,1,1680000000,1700000000,-100.3,GSM
405,472,4273,92424,0,77.655287,13.045683,1888,7,1,1680000000,1700000000,-105.3,LTE
404,10,3377,66439,0,77.778819,12.949454,1936,2,1,1680000000,1700000000,-93.5,LTE
405,10,9091,68837,0,77.540012,12.896881,994,2,1,1680000000,1700000000,-115.5,GSM
405,472,3872,31774,0,77.413793,13.059605,934,2,1,1680000000,1700000000,-98.4,GSM
404,472,4505,8722,0,77.668861,12.719488,152,1,1,1680000000,1700000000,-108.7,GSM
404,10,3126,68678,0,77.681126,12.935136,1166,2,1,1680000000,1700000000,-110.6,LTE
404,20,4436,84351,0,77.759452,12.923732,492,5,1,1680000000,1700000000,-110.4,GSM
405,20,4662,72919,0,77.528499,13.128675,228,4,1,1680000000,1700000000,-99.8,UMTS
404,10,7080,65580,0,77.68026,13.081785,1064,3,1,1680000000,1700000000,-97.7,LTE
405,20,1191,2516,0,77.606662,12.948843,1110,17,1,1680000000,1700000000,-93.9,UMTS
404,472,1690,47591,0,77.592826,12.886507,1030,10,1,1680000000,1700000000,-85.0,UMTS
404,10,1449,59486,0,77.762196,13.00673,1792,7,1,1680000000,1700000000,-106.3,UMTS
404,10,9311,55850,0,77.460412,13.187298,1301,4,1,1680000000,1700000000,-101.7,UMTS
404,472,7923,52259,0,77.592006,12.989327,1939,3,1,1680000000,1700000000,-79.6,NR
404,20,9857,85957,0,77.702964,12.941704,809,4,1,1680000000,1700000000,-105.1,LTE
404,10,704,45532,0,77.448961,12.920875,1802,1,1,1680000000,1700000000,-98.8,UMTS
405,472,7162,39665,0,77.767982,13.034648,738,1,1,1680000000,1700000000,-93.0,UMTS
405,1,6944,9628,0,77.634015,13.099993,903,2,1,1680000000,1700000000,-106.3,GSM
404,472,5187,81124,0,77.617599,12.860424,1896,1,1,1680000000,1700000000,-113.3,GSM
404,472,2294,13278,0,77.565223,12.9683,1021,22,1,1680000000,1700000000,-91.4,LTE
405,472,5553,49673,0,77.625397,12.921224,147,18,1,1680000000,1700000000,-90.8,GSM
405,20,3361,97706,0,77.798731,13.184522,1890,4,1,1680000000,1700000000,-102.8,UMTS
405,20,3341,77446,0,77.607769,12.90303,220,9,1,1680000000,1700000000,-90.1,UMTS
405,472,6116,27657,0,77.598281,12.806454,1681,3,1,1680000000,1700000000,-101.8,UMTS
405,10,9905,18908,0,77.777,13.097354,1116,4,1,1680000000,1700000000,-116.9,UMTS
404,472,1995,1400,0,77.707536,12.933523,610,8,1,1680000000,1700000000,-90.2,NR
405,20,9885,90831,0,77.720881,13.017006,1358,1,1,1680000000,1700000000,-92.2,NR
405,10,9316,3421,0,77.594227,13.029342,1121,15,1,1680000000,1700000000,-87.2,NR
404,10,2415,17402,0,77.678445,12.86716,1512,15,1,1680000000,1700000000,-95.3,LTE
404,1,5678,36201,0,77.586495,12.784451,1698,4,1,1680000000,1700000000,-117.5,UMTS
405,472,5927,95506,0,77.742882,13.024091,778,2,1,1680000000,1700000000,-99.7,LTE
405,472,8962,67472,0,77.761135,12.992363,1755,21,1,1680000000,1700000000,-96.1,UMTS
405,10,5871,25928,0,77.50007,12.900355,1895,4,1,1680000000,1700000000,-113.1,GSM
405,1,3767,96933,0,77.690823,12.954337,1566,3,1,1680000000,1700000000,-107.6,UMTS
404,472,5495,58456,0,77.66785,13.123612,795,1,1,1680000000,1700000000,-118.3,GSM
405,472,3640,14721,0,77.695264,12.811362,1182,8,1,1680000000,1700000000,-95.0,UMTS
404,472,8082,71414,0,77.66157,13.057663,1730,5,1,1680000000,1700000000,-97.6,LTE
404,10,7087,65479,0,77.699234,12.918292,925,8,1,1680000000,1700000000,-91.1,NR
405,472,7403,66803,0,77.728242,13.067574,1487,4,1,1680000000,1700000000,-98.4,UMTS
404,10,9547,29643,0,77.524173,12.780033,1240,3,1,1680000000,1700000000,-105.9,GSM
404,1,3910,76269,0,77.500217,13.108993,1227,3,1,1680000000,1700000000,-103.3,LTE
405,10,9974,3970,0,77.610802,12.899701,1171,5,1,1680000000,1700000000,-115.5,GSM
405,472,3103,91089,0,77.502996,12.759902,1238,4,1,1680000000,1700000000,-94.5,UMTS
404,10,795,39205,0,77.666227,12.871786,1544,22,1,1680000000,1700000000,-89.7,NR
404,472,4640,42776,0,77.598476,12.963429,244,19,1,1680000000,1700000000,-72.3,LTE
405,20,1524,67578,0,77.611125,12.789674,527,3,1,1680000000,1700000000,-104.3,GSM
405,10,8723,18416,0,77.542752,12.9967,193,17,1,1680000000,1700000000,-91.7,UMTS
405,472,7109,59620,0,77.637933,13.11039,1014,1,1,1680000000,1700000000,-95.1,LTE
404,10,3703,52440,0,77.629548,12.920578,1858,15,1,1680000000,1700000000,-76.3,LTE
404,10,7829,37810,0,77.486911,12.926171,273,11,1,1680000000,1700000000,-97.8,LTE
404,10,4432,86535,0,77.557316,13.080496,595,11,1,1680000000,1700000000,-97.0,LTE
404,472,7466,90284,0,77.618271,12.908288,840,9,1,1680000000,1700000000,-85.7,NR
404,20,8170,88778,0,77.589629,13.07229,622,15,1,1680000000,1700000000,-93.1,NR
404,1,9736,21327,0,77.638187,13.082945,770,1,1,1680000000,1700000000,-92.7,LTE
405,10,7409,69194,0,77.604301,12.906159,610,10,1,1680000000,1700000000,-90.0,LTE
405,1,4371,1019,0,77.78569,13.012936,374,4,1,1680000000,1700000000,-109.6,UMTS
404,472,5933,85524,0,77.643699,12.931125,1680,7,1,1680000000,1700000000,-90.0,LTE
405,10,6465,24428,0,77.536734,12.91577,1030,4,1,1680000000,1700000000,-88.0,UMTS
405,10,5965,44153,0,77.500729,12.884917,585,2,1,1680000000,1700000000,-104.6,UMTS
404,10,4392,58414,0,77.519359,12.899655,168,3,1,1680000000,1700000000,-105.8,GSM
404,10,7775,51474,0,77.643647,13.031346,1682,1,1,1680000000,1700000000,-116.7,UMTS
405,472,8479,71801,0,77.642672,13.045617,778,4,1,1680000000,1700000000,-112.8,UMTS
405,472,4466,30453,0,77.458698,13.15235,150,2,1,1680000000,1700000000,-100.6,UMTS
405,472,4528,24165,0,77.633201,12.765727,1744,2,1,1680000000,1700000000,-103.8,UMTS
405,472,7051,68575,0,77.462335,12.84015,1175,1,1,1680000000,1700000000,-107.4,GSM
405,20,3366,34415,0,77.689605,12.892618,1445,1,1,1680000000,1700000000,-113.1,UMTS
404,472,6762,17068,0,77.518028,12.948669,1818,9,1,1680000000,1700000000,-92.6,LTE
404,472,8743,95698,0,77.462744,13.141619,1114,4,1,1680000000,1700000000,-91.9,UMTS
405,10,6905,95152,0,77.516705,12.798744,346,1,1,1680000000,1700000000,-104.6,GSM
405,10,6543,23582,0,77.524286,12.912099,1608,7,1,1680000000,1700000000,-106.4,UMTS
405,20,794,91039,0,77.660706,12.895634,1033,9,1,1680000000,1700000000,-111.3,LTE
405,10,8894,49575,0,77.545339,13.037978,1516,2,1,1680000000,1700000000,-106.2,UMTS
405,472,1249,30190,0,77.782642,12.786267,1691,2,1,1680000000,1700000000,-83.9,GSM
405,20,1670,9583,0,77.500454,12.920738,808,12,1,1680000000,1700000000,-75.1,NR
404,10,526,57988,0,77.624602,13.026832,1034,10,1,1680000000,1700000000,-103.0,UMTS
404,472,1692,52274,0,77.570975,12.936077,1946,4,1,1680000000,1700000000,-90.3,UMTS
404,10,6010,33089,0,77.525086,13.131803,597,3,1,1680000000,1700000000,-100.7,UMTS
404,1,2729,45210,0,77.695092,13.047183,714,1,1,1680000000,1700000000,-108.0,UMTS
405,472,7456,62764,0,77.580461,13.049054,186,21,1,1680000000,1700000000,-101.8,UMTS
405,472,2163,49456,0,77.681153,12.816236,1230,6,1,1680000000,1700000000,-98.4,LTE
404,472,7814,81750,0,77.416445,12.798088,1145,4,1,1680000000,1700000000,-109.1,GSM
405,472,6970,83930,0,77.721409,12.957809,1844,7,1,1680000000,1700000000,-94.6,GSM
404,10,7447,26281,0,77.568467,13.073931,1256,9,1,1680000000,1700000000,-98.2,NR
404,10,4925,20244,0,77.410848,12.769808,1361,3,1,1680000000,1700000000,-120.0,GSM
405,472,7159,79912,0,77.642365,12.855081,1459,23,1,1680000000,1700000000,-91.3,LTE
404,1,7966,18614,0,77.759865,12.941657,1891,21,1,1680000000,1700000000,-85.8,NR
404,20,142,88355,0,77.684829,13.034964,1698,1,1,1680000000,1700000000,-117.6,UMTS
405,10,664,32127,0,77.554947,12.997045,178,4,1,1680000000,1700000000,-91.6,LTE
404,20,4592,28685,0,77.541646,13.027724,1979,1,1,1680000000,1700000000,-103.3,GSM
405,472,9509,44564,0,77.603183,13.000467,1368,2,1,1680000000,1700000000,-94.0,GSM
404,10,6308,82468,0,77.662252,13.015679,1737,18,1,1680000000,1700000000,-105.0,LTE
405,10,8129,85337,0,77.640907,13.028974,952,7,1,1680000000,1700000000,-97.7,NR
405,20,3442,53156,0,77.679744,12.858497,151,21,1,1680000000,1700000000,-82.6,LTE
404,20,1445,45607,0,77.79603,13.150521,1930,4,1,1680000000,1700000000,-118.1,GSM
405,472,3304,86881,0,77.664654,13.191073,646,3,1,1680000000,1700000000,-109.7,UMTS
404,1,3400,83668,0,77.623835,12.94356,1720,14,1,1680000000,1700000000,-93.4,UMTS
404,472,9863,65940,0,77.488176,12.714488,188,3,1,1680000000,1700000000,-109.5,UMTS
404,20,6727,75733,0,77.51051,12.832364,1599,3,1,1680000000,1700000000,-103.7,UMTS
405,1,1419,84911,0,77.686997,12.805159,1258,8,1,1680000000,1700000000,-100.2,LTE
405,472,6659,66223,0,77.601331,13.042406,1002,25,1,1680000000,1700000000,-76.9,LTE
405,20,8362,50641,0,77.649788,13.043611,1186,19,1,1680000000,1700000000,-101.8,UMTS
404,472,329,5287,0,77.417137,13.137661,1723,3,1,1680000000,1700000000,-102.6,UMTS
405,10,8520,27200,0,77.664126,12.957389,1346,9,1,1680000000,1700000000,-85.0,LTE
404,10,6132,73322,0,77.534719,12.968142,1718,5,1,1680000000,1700000000,-91.4,LTE
405,10,8627,61129,0,77.626749,12.977484,1228,4,1,1680000000,1700000000,-92.0,LTE
404,1,333,42867,0,77.475547,12.738821,217,3,1,1680000000,1700000000,-110.7,GSM
404,10,709,37195,0,77.621421,13.071812,1154,8,1,1680000000,1700000000,-92.1,LTE
404,10,4209,67366,0,77.521768,13.109876,1994,2,1,1680000000,1700000000,-112.1,GSM
405,20,5395,48335,0,77.749875,12.751766,983,2,1,1680000000,1700000000,-106.4,GSM
404,1,1059,81236,0,77.507572,12.739159,490,4,1,1680000000,1700000000,-103.9,GSM
404,472,4204,99321,0,77.642447,13.092256,1540,9,1,1680000000,1700000000,-86.2,LTE
404,1,6865,94631,0,77.671686,13.095498,1254,2,1,1680000000,1700000000,-101.0,GSM
404,472,475,17064,0,77.435217,12.849285,959,2,1,1680000000,1700000000,-108.2,GSM
405,20,7713,33209,0,77.730237,12.927378,482,6,1,1680000000,1700000000,-102.0,UMTS
404,472,4046,41276,0,77.690792,12.810699,676,5,1,1680000000,1700000000,-95.1,UMTS
405,472,9975,85299,0,77.467946,12.896541,214,4,1,1680000000,1700000000,-101.5,LTE
405,10,4529,22208,0,77.479886,12.856891,1174,3,1,1680000000,1700000000,-116.4,GSM
405,10,8158,24478,0,77.574397,13.020539,275,3,1,1680000000,1700000000,-99.1,LTE
405,472,8438,99004,0,77.591114,13.055366,1814,14,1,1680000000,1700000000,-78.3,NR
404,472,7049,34552,0,77.573586,12.915086,605,14,1,1680000000,1700000000,-97.4,UMTS
404,10,2755,3948,0,77.779561,12.99819,1925,3,1,1680000000,1700000000,-113.3,LTE
405,1,4097,95239,0,77.430428,12.777458,638,4,1,1680000000,1700000000,-112.8,GSM
404,472,6209,30771,0,77.49847,12.909537,224,15,1,1680000000,1700000000,-106.3,GSM
405,472,5053,41295,0,77.625729,12.958797,478,5,1,1680000000,1700000000,-88.0,LTE
405,10,2362,97860,0,77.499334,12.741825,372,3,1,1680000000,1700000000,-103.7,UMTS
405,472,7850,81291,0,77.667384,12.854626,1295,17,1,1680000000,1700000000,-89.8,LTE
405,20,5108,11204,0,77.607257,13.068015,230,10,1,1680000000,1700000000,-93.1,LTE
405,20,6700,25903,0,77.592536,13.119858,545,3,1,1680000000,1700000000,-109.8,UMTS
405,10,5247,7255,0,77.602412,12.982368,1447,22,1,1680000000,1700000000,-102.0,UMTS
404,472,4719,19663,0,77.616727,13.008654,363,8,1,1680000000,1700000000,-97.6,UMTS
404,20,3905,28812,0,77.547735,13.178111,328,2,1,1680000000,1700000000,-109.5,UMTS
405,10,9639,64774,0,77.576027,13.012062,181,5,1,1680000000,1700000000,-110.6,UMTS
404,20,8195,72454,0,77.444802,12.943869,1948,1,1,1680000000,1700000000,-120.0,GSM
405,10,5375,85827,0,77.495951,12.926826,855,9,1,1680000000,1700000000,-92.8,NR
405,20,6265,98093,0,77.60606,13.073974,1289,9,1,1680000000,1700000000,-105.7,GSM
405,10,522,69047,0,77.578392,13.125338,1472,8,1,1680000000,1700000000,-112.2,GSM
404,10,2658,97114,0,77.669087,13.034172,1098,5,1,1680000000,1700000000,-118.4,GSM
404,1,3456,54217,0,77.709547,13.11265,898,3,1,1680000000,1700000000,-107.0,UMTS
404,10,2865,97970,0,77.708696,12.968816,1103,7,1,1680000000,1700000000,-88.3,LTE
405,10,9735,55738,0,77.657847,13.058424,997,17,1,1680000000,1700000000,-88.8,LTE
404,472,6905,65947,0,77.64758,12.949913,769,9,1,1680000000,1700000000,-107.2,GSM
405,10,7583,84463,0,77.570675,12.865348,1753,3,1,1680000000,1700000000,-90.1,UMTS
405,10,3548,4512,0,77.584113,12.714949,140,3,1,1680000000,1700000000,-92.0,LTE
405,472,5858,78037,0,77.478336,12.735618,459,2,1,1680000000,1700000000,-112.1,UMTS
405,472,5702,85637,0,77.473375,12.754222,1974,1,1,1680000000,1700000000,-109.0,UMTS
405,10,5354,21448,0,77.530606,13.013239,1990,3,1,1680000000,1700000000,-103.0,UMTS
404,20,940,37071,0,77.71556,12.916826,249,1,1,1680000000,1700000000,-100.1,LTE
405,10,2662,94594,0,77.517028,12.701764,226,2,1,1680000000,1700000000,-115.0,LTE
405,472,1000,76179,0,77.593454,12.994242,588,8,1,1680000000,1700000000,-95.0,UMTS
404,10,6235,97006,0,77.789697,13.195658,102,2,1,1680000000,1700000000,-103.3,UMTS
405,472,5854,17594,0,77.706344,12.797028,545,3,1,1680000000,1700000000,-104.5,GSM
404,10,2895,5349,0,77.632149,12.89846,1201,2,1,1680000000,1700000000,-102.7,LTE
404,472,3155,13660,0,77.59667,12.984864,1813,16,1,1680000000,1700000000,-87.3,LTE
404,472,6265,62967,0,77.678611,12.881289,1308,6,1,1680000000,1700000000,-82.9,UMTS
404,472,637,65915,0,77.575693,12.871416,1793,5,1,1680000000,1700000000,-98.3,LTE
405,472,9888,44578,0,77.693864,12.91663,1968,7,1,1680000000,1700000000,-86.2,NR
404,472,8065,52364,0,77.476991,12.953331,1915,4,1,1680000000,1700000000,-99.4,UMTS
404,472,8553,8517,0,77.588469,13.045477,341,17,1,1680000000,1700000000,-95.8,UMTS
404,10,7726,65722,0,77.645901,12.936092,786,8,1,1680000000,1700000000,-87.0,LTE
405,10,4201,54708,0,77.566011,13.00447,170,5,1,1680000000,1700000000,-90.6,LTE
405,472,5195,18012,0,77.443858,12.83937,1056,3,1,1680000000,1700000000,-98.7,UMTS
404,20,6340,11144,0,77.478555,12.992771,1618,2,1,1680000000,1700000000,-97.1,UMTS
405,472,6108,35542,0,77.731705,12.892764,701,2,1,1680000000,1700000000,-102.9,UMTS
405,10,2835,81995,0,77.699292,12.741272,1452,4,1,1680000000,1700000000,-101.7,UMTS
405,472,4499,43663,0,77.642271,12.98526,1755,8,1,1680000000,1700000000,-74.2,LTE
404,472,9687,78747,0,77.517642,12.898612,164,6,1,1680000000,1700000000,-99.4,GSM
405,10,5617,15949,0,77.777531,12.983623,468,2,1,1680000000,1700000000,-102.9,LTE
